concept id	representation id	en	kanji	kana
FMA9761	BP4963	right transversus thoracis	right transversus thoracis	right transversus thoracis
FMA9762	BP9030	left transversus thoracis	left transversus thoracis	left transversus thoracis
FMA9914	BP7847	vertebra	椎骨	ついこつ
FMA9915	BP7846	cervical vertebra	cervical vertebra	cervical vertebra
FMA9921	BP8134	lumbar vertebra	lumbar vertebra	lumbar vertebra
FMA9922	BP8643	fifth thoracic vertebra	fifth thoracic vertebra	fifth thoracic vertebra
FMA9945	BP8303	sixth thoracic vertebra	sixth thoracic vertebra	sixth thoracic vertebra
FMA9968	BP8840	seventh thoracic vertebra	seventh thoracic vertebra	seventh thoracic vertebra
FMA9991	BP9221	eighth thoracic vertebra	eighth thoracic vertebra	eighth thoracic vertebra
FMA10014	BP8178	ninth thoracic vertebra	ninth thoracic vertebra	ninth thoracic vertebra
FMA10037	BP8412	tenth thoracic vertebra	tenth thoracic vertebra	tenth thoracic vertebra
FMA10059	BP8043	eleventh thoracic vertebra	eleventh thoracic vertebra	eleventh thoracic vertebra
FMA10081	BP9250	twelfth thoracic vertebra	twelfth thoracic vertebra	twelfth thoracic vertebra
FMA10419	BP5645	pancreatic duct	膵管;主膵管	すいかん|しゅすいかん
FMA10446	BP7812	intervertebral disk	椎間円板	ついかんえんばん
FMA10455	BP7811	intervertebral disk of thoracic vertebra	intervertebral disk of thoracic vertebra	intervertebral disk of thoracic vertebra
FMA10458	BP9158	intervertebral disk of first thoracic vertebra	intervertebral disk of first thoracic vertebra	intervertebral disk of first thoracic vertebra
FMA10474	BP7794	zone of muscle organ	zone of muscle organ	zone of muscle organ
FMA10483	BP8564	zone of bone organ	zone of bone organ	zone of bone organ
FMA10552	BP6212	left dorsal scapular artery	left dorsal scapular artery	left dorsal scapular artery
FMA10636	BP6419	costocervical trunk	肋頚動脈	ろくけいどうみゃく
FMA10645	BP6220	musculophrenic artery	筋横隔動脈	きんおうかくどうみゃく
FMA10646	BP6217	superior epigastric artery	上腹壁動脈	じょうふくへきどうみゃく
FMA10659	BP6331	deep cervical artery	深頚動脈	しんけいどうみゃく
FMA10660	BP6332	right deep cervical artery	right deep cervical artery	right deep cervical artery
FMA10662	BP6213	inferior thyroid artery	下甲状腺動脈	かこうじょうせんどうみゃく
FMA10663	BP6200	suprascapular artery	肩甲上動脈	けんこうじょうどうみゃく
FMA10664	BP6203	transverse cervical artery	頚横動脈	けいおうどうみゃく
FMA10665	BP6207	superficial cervical artery	浅枝|頚横動脈の浅頚動脈	せんし|せんけいどうみゃく(けいおうどうみゃくの)
FMA10680	BP6215	left inferior thyroid artery	left inferior thyroid artery	left inferior thyroid artery
FMA10681	BP6202	left suprascapular artery	left suprascapular artery	left suprascapular artery
FMA10682	BP6205	left transverse cervical artery	left transverse cervical artery	left transverse cervical artery
FMA10683	BP6209	left superficial cervical artery	left superficial cervical artery	left superficial cervical artery
FMA10692	BP6221	right musculophrenic artery	right musculophrenic artery	right musculophrenic artery
FMA10697	BP6214	right inferior thyroid artery	right inferior thyroid artery	right inferior thyroid artery
FMA10698	BP6201	right suprascapular artery	right suprascapular artery	right suprascapular artery
FMA10699	BP6204	right transverse cervical artery	right transverse cervical artery	right transverse cervical artery
FMA10700	BP6208	right superficial cervical artery	right superficial cervical artery	right superficial cervical artery
FMA10704	BP10559	variant bronchial artery	variant bronchial artery	variant bronchial artery
FMA10951	BP10311	inferior vena cava	下大静脈	かだいじょうみゃく
FMA11195	BP5697	segment of neural tree organ	segment of neural tree organ	segment of neural tree organ
FMA11336	BP6616	linea alba	白線	はくせん
FMA11337	BP8824	zone of continuity	zone of continuity	zone of continuity
FMA11338	BP8823	ileocecal junction	ileocecal junction	ileocecal junction
FMA11359	BP8677	cavity of right atrium	cavity of right atrium	cavity of right atrium
FMA12215	BP8563	zone of sternum	zone of sternum	zone of sternum
FMA12224	BP7850	segment of tracheobronchial tree	segment of tracheobronchial tree	segment of tracheobronchial tree
FMA12516	BP5433	tooth	歯	し|は
FMA12519	BP8831	atlas	環椎[C1];第一頚椎	かんつい[C1];だいいちけいつい
FMA12520	BP8459	axis	軸椎[C2];第二頚椎	じくつい[C2];だい２けいつい
FMA12521	BP9108	third cervical vertebra	third cervical vertebra	third cervical vertebra
FMA12522	BP8003	fourth cervical vertebra	fourth cervical vertebra	fourth cervical vertebra
FMA12523	BP8835	fifth cervical vertebra	fifth cervical vertebra	fifth cervical vertebra
FMA12524	BP7845	sixth cervical vertebra	sixth cervical vertebra	sixth cervical vertebra
FMA12525	BP7979	seventh cervical vertebra	隆椎;第七頚椎	りゅうつい;だい７りゅうつい
FMA12823	BP5434	incisor tooth	切歯	せっし
FMA12845	BP5975	subcostal vein	肋下静脈	ろくかじょうみゃく
FMA12846	BP7984	cardiac vein	cardiac vein	cardiac vein
FMA12858	BP10585	ascending lumbar vein	上行腰静脈|上行腰静脈	じょうこうようじょうみゃく
FMA13072	BP8948	first lumbar vertebra	first lumbar vertebra	first lumbar vertebra
FMA13073	BP8995	second lumbar vertebra	second lumbar vertebra	second lumbar vertebra
FMA13074	BP8227	third lumbar vertebra	third lumbar vertebra	third lumbar vertebra
FMA13075	BP8133	fourth lumbar vertebra	fourth lumbar vertebra	fourth lumbar vertebra
FMA13076	BP8280	fifth lumbar vertebra	fifth lumbar vertebra	fifth lumbar vertebra
FMA13087	BP10249	segment of aorta	segment of aorta	segment of aorta
FMA13109	BP9039	pectoralis minor	小胸筋	しょうきょうきん
FMA13237	BP8678	cavity of atrium	cavity of atrium	cavity of atrium
FMA13238	BP8929	cavity of ventricle	cavity of ventricle	cavity of ventricle
FMA13256	BP7816	wall of cardiac chamber	wall of cardiac chamber	wall of cardiac chamber
FMA13278	BP8114	anterior segmental artery	肝動脈の右枝の前区動脈	かんどうみゃくのうしのぜんくどうみゃく
FMA13279	BP8113	left anterior segmental artery	前上葉動脈(A3);前区動脈(A3);左肺の前区域動脈(A3)	ぜんじょうようどうみゃく（A3);ぜんくどうみゃく（A3);さはいのぜんくいきどうみゃく（A3)
FMA13280	BP8478	posterior segmental artery	posterior segmental artery	posterior segmental artery
FMA13289	BP8613	medial basal segmental vein	medial basal segmental vein	medial basal segmental vein
FMA13290	BP7954	anterior basal segmental vein	anterior basal segmental vein	anterior basal segmental vein
FMA13291	BP7878	lateral basal segmental vein	lateral basal segmental vein	lateral basal segmental vein
FMA13292	BP7969	posterior basal segmental vein	posterior basal segmental vein	posterior basal segmental vein
FMA13295	BP8798	diaphragm	横隔膜	おうかくまく
FMA13303	BP9192	humerus	上腕骨	じょうわんこつ
FMA13321	BP8842	clavicle	鎖骨	さこつ
FMA13322	BP9271	right clavicle	right clavicle	right clavicle
FMA13323	BP8841	left clavicle	left clavicle	left clavicle
FMA13324	BP5942	cephalic vein	橈側皮静脈|橈側正中皮静脈;前腕橈側皮静脈	とうそくぜんわんひじょうみゃく;ぜんわんとうそくひじょうみゃく
FMA13325	BP5943	right cephalic vein	right cephalic vein	right cephalic vein
FMA13326	BP5944	left cephalic vein	left cephalic vein	left cephalic vein
FMA13329	BP5955	axillary vein	腋窩静脈	えきかじょうみゃく
FMA13330	BP5956	right axillary vein	right axillary vein	right axillary vein
FMA13331	BP5957	left axillary vein	left axillary vein	left axillary vein
FMA13335	BP8155	external oblique	外腹斜筋	がいふくしゃきん
FMA13336	BP4967	right external oblique	right external oblique	right external oblique
FMA13337	BP8154	left external oblique	left external oblique	left external oblique
FMA13338	BP4913	infrahyoid muscle	infrahyoid muscle	infrahyoid muscle
FMA13341	BP4916	sternohyoid	胸骨舌骨筋	きょうこつぜつこつきん
FMA13342	BP4914	omohyoid	肩甲舌骨筋	けんこうぜつこつきん
FMA13343	BP4922	sternothyroid	胸骨甲状筋	きょうこつこうじょうきん
FMA13344	BP4919	thyrohyoid	甲状舌骨筋	こうじょうぜつこつきん
FMA13346	BP4917	right sternohyoid	right sternohyoid	right sternohyoid
FMA13347	BP4918	left sternohyoid	left sternohyoid	left sternohyoid
FMA13348	BP4915	right omohyoid	right omohyoid	right omohyoid
FMA13349	BP7585	left omohyoid	left omohyoid	left omohyoid
FMA13350	BP4923	right sternothyroid	right sternothyroid	right sternothyroid
FMA13351	BP4924	left sternothyroid	left sternothyroid	left sternothyroid
FMA13352	BP4920	right thyrohyoid	right thyrohyoid	right thyrohyoid
FMA13353	BP4921	left thyrohyoid	left thyrohyoid	left thyrohyoid
FMA13354	BP8019	intercostal muscle	intercostal muscle	intercostal muscle
FMA13365	BP8727	caudate lobe of liver	肝臓の尾状葉|肝後部;肝臓の尾状葉|後区域;尾状葉;肝臓のⅠ区域	かんこうぶ;かんぞうのびじょうよう
FMA13375	BP4775	right pectoralis minor	right pectoralis minor	right pectoralis minor
FMA13376	BP9038	left pectoralis minor	left pectoralis minor	left pectoralis minor
FMA13379	BP9246	rhomboid major	大菱形筋	だいりょうけいきん
FMA13380	BP8586	rhomboid minor	小菱形筋	しょうりょうけいきん
FMA13381	BP4780	right rhomboid major	right rhomboid major	right rhomboid major
FMA13382	BP9245	left rhomboid major	left rhomboid major	left rhomboid major
FMA13383	BP4784	right rhomboid minor	right rhomboid minor	right rhomboid minor
FMA13384	BP8585	left rhomboid minor	left rhomboid minor	left rhomboid minor
FMA13385	BP4879	scalenus anterior	前斜角筋	ぜんしゃかくきん
FMA13386	BP4877	scalenus medius	中斜角筋	ちゅうしゃかくきん
FMA13387	BP4874	scalenus posterior	後斜角筋	こうしゃかくきん
FMA13388	BP4875	right scalenus posterior	right scalenus posterior	right scalenus posterior
FMA13389	BP4876	left scalenus posterior	left scalenus posterior	left scalenus posterior
FMA13390	BP4878	right scalenus medius	right scalenus medius	right scalenus medius
FMA13391	BP7591	left scalenus medius	left scalenus medius	left scalenus medius
FMA13392	BP4880	right scalenus anterior	right scalenus anterior	right scalenus anterior
FMA13393	BP7590	left scalenus anterior	left scalenus anterior	left scalenus anterior
FMA13394	BP9102	scapula	肩甲骨	けんこうこつ
FMA13395	BP9101	right scapula	right scapula	right scapula
FMA13396	BP9121	left scapula	left scapula	left scapula
FMA13397	BP8761	serratus anterior	前鋸筋	ぜんきょきん
FMA13398	BP4782	right serratus anterior	right serratus anterior	right serratus anterior
FMA13399	BP8760	left serratus anterior	left serratus anterior	left serratus anterior
FMA13400	BP8300	serratus posterior	serratus posterior	serratus posterior
FMA13401	BP8299	serratus posterior superior	上後鋸筋	じょうこうきょきん
FMA13402	BP9049	serratus posterior inferior	下後鋸筋	かこうきょきん
FMA13403	BP4766	right serratus posterior superior	right serratus posterior superior	right serratus posterior superior
FMA13404	BP8298	left serratus posterior superior	left serratus posterior superior	left serratus posterior superior
FMA13405	BP4768	right serratus posterior inferior	right serratus posterior inferior	right serratus posterior inferior
FMA13406	BP9048	left serratus posterior inferior	left serratus posterior inferior	left serratus posterior inferior
FMA13407	BP4908	sternocleidomastoid	胸鎖乳突筋	きょうさにゅうとつきん
FMA13408	BP4909	right sternocleidomastoid	right sternocleidomastoid	right sternocleidomastoid
FMA13409	BP4910	left sternocleidomastoid	left sternocleidomastoid	left sternocleidomastoid
FMA13410	BP8461	subclavius	鎖骨下筋	さこつかきん
FMA13411	BP8460	left subclavius	left subclavius	left subclavius
FMA13412	BP4773	right subclavius	right subclavius	right subclavius
FMA13413	BP8215	subscapularis	肩甲下筋	けんこうかきん
FMA13414	BP4795	right subscapularis	right subscapularis	right subscapularis
FMA13415	BP8214	left subscapularis	left subscapularis	left subscapularis
FMA13442	BP8074	anterior segmental vein	anterior segmental vein	anterior segmental vein
FMA13443	BP8052	posterior segmental vein	posterior segmental vein	posterior segmental vein
FMA13444	BP8159	apical segmental vein	apical segmental vein	apical segmental vein
FMA13445	BP7981	superior segmental vein	superior segmental vein	superior segmental vein
FMA13495	BP8514	intervertebral disk of second thoracic vertebra	intervertebral disk of second thoracic vertebra	intervertebral disk of second thoracic vertebra
FMA13500	BP9007	intervertebral disk of third thoracic vertebra	intervertebral disk of third thoracic vertebra	intervertebral disk of third thoracic vertebra
FMA13501	BP9269	intervertebral disk of fourth thoracic vertebra	intervertebral disk of fourth thoracic vertebra	intervertebral disk of fourth thoracic vertebra
FMA13502	BP8610	intervertebral disk of fifth thoracic vertebra	intervertebral disk of fifth thoracic vertebra	intervertebral disk of fifth thoracic vertebra
FMA13503	BP8652	intervertebral disk of sixth thoracic vertebra	intervertebral disk of sixth thoracic vertebra	intervertebral disk of sixth thoracic vertebra
FMA13504	BP8433	intervertebral disk of seventh thoracic vertebra	intervertebral disk of seventh thoracic vertebra	intervertebral disk of seventh thoracic vertebra
